id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1
5574,User5574,52.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
6075,User6075,32.0,Male,Desktop,Side,Entertainment,Night,1
8096,User8096,49.0,Female,Tablet,Side,Entertainment,Afternoon,0
5029,User5029,25.0,Female,Mobile,Top,News,Night,0
188,User188,56.0,Female,Desktop,Bottom,News,Morning,1
3291,User3291,41.0,Male,Mobile,Bottom,Entertainment,Night,0
3042,User3042,38.0,Female,Mobile,Side,Social Media,Morning,1
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
7248,User7248,38.0,Non-Binary,Mobile,Top,Social Media,Evening,1
670,User670,22.0,Non-Binary,Desktop,Bottom,Shopping,Afternoon,1
5832,User5832,28.0,Female,Desktop,Side,Entertainment,Afternoon,1
8226,User8226,38.0,Male,Tablet,Top,Entertainment,Morning,1
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
8716,User8716,44.0,Non-Binary,Mobile,Bottom,Entertainment,Evening,0
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
1171,User1171,38.0,Female,Mobile,Bottom,Entertainment,Night,1
9420,User9420,38.0,Non-Binary,Tablet,Side,Education,Morning,1
5305,User5305,31.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon,0
3833,User3833,57.0,Male,Desktop,Bottom,Entertainment,Night,0
1524,User1524,38.0,Male,Mobile,Bottom,Entertainment,Night,1
6074,User6074,35.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
1635,User1635,54.0,Female,Tablet,Bottom,News,Morning,1
5589,User5589,53.0,Non-Binary,Tablet,Side,Entertainment,Evening,0
1539,User1539,43.0,Non-Binary,Mobile,Bottom,Education,Evening,1
6602,User6602,38.0,Female,Desktop,Side,Entertainment,Night,1
2311,User2311,38.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
4278,User4278,44.0,Non-Binary,Tablet,Side,Education,Night,0
4108,User4108,36.0,Non-Binary,Tablet,Top,Entertainment,Morning,1
9763,User9763,41.0,Female,Desktop,Bottom,Entertainment,Evening,0
109,User109,35.0,Male,Tablet,Bottom,Social Media,Morning,0
1978,User1978,41.0,Female,Tablet,Side,News,Evening,0
5605,User5605,44.0,Non-Binary,Mobile,Side,Social Media,Evening,0
6453,User6453,44.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
8883,User8883,38.0,Female,Mobile,Bottom,Education,Evening,1
4457,User4457,41.0,Female,Desktop,Top,News,Night,0
6143,User6143,29.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
2973,User2973,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
8018,User8018,38.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
1296,User1296,34.0,Non-Binary,Tablet,Top,Entertainment,Morning,1
8766,User8766,41.0,Female,Desktop,Bottom,Entertainment,Evening,0
7241,User7241,34.0,Female,Tablet,Side,News,Afternoon,0
5197,User5197,41.0,Male,Mobile,Top,Entertainment,Morning,0
2602,User2602,38.0,Female,Desktop,Bottom,Shopping,Afternoon,1
7268,User7268,38.0,Female,Desktop,Bottom,Entertainment,Evening,1
998,User998,38.0,Female,Tablet,Top,Entertainment,Evening,1
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1
8018,User8018,38.0,Female,Desktop,Side,Entertainment,Night,1
3070,User3070,30.0,Male,Desktop,Top,Entertainment,Afternoon,0
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1
2928,User2928,43.0,Non-Binary,Desktop,Side,News,Evening,0
4270,User4270,33.0,Male,Tablet,Bottom,Education,Morning,0
6143,User6143,29.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
5498,User5498,38.0,Non-Binary,Tablet,Side,Education,Morning,1
8973,User8973,26.0,Male,Tablet,Side,Entertainment,Night,0
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1
9400,User9400,38.0,Female,Mobile,Bottom,Education,Morning,1
1805,User1805,38.0,Non-Binary,Mobile,Top,Entertainment,Afternoon,1
7422,User7422,38.0,Female,Desktop,Top,Entertainment,Evening,1
8208,User8208,38.0,Female,Tablet,Top,Education,Evening,1
9736,User9736,38.0,Male,Desktop,Bottom,Education,Evening,1
9689,User9689,38.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
2044,User2044,31.0,Female,Mobile,Top,News,Evening,1
9090,User9090,41.0,Male,Desktop,Side,Entertainment,Morning,1
4169,User4169,41.0,Male,Tablet,Bottom,Education,Night,0
9266,User9266,38.0,Female,Mobile,Bottom,Education,Afternoon,1
5289,User5289,39.0,Male,Mobile,Top,Entertainment,Evening,0
5756,User5756,51.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,1
7438,User7438,38.0,Non-Binary,Mobile,Side,News,Morning,1
2336,User2336,32.0,Non-Binary,Tablet,Side,Entertainment,Morning,1
4890,User4890,43.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
1913,User1913,53.0,Male,Desktop,Side,Education,Night,0
2581,User2581,38.0,Female,Mobile,Bottom,Entertainment,Evening,1
9990,User9990,25.0,Male,Desktop,Side,Entertainment,Night,1
4848,User4848,38.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
2326,User2326,50.0,Female,Tablet,Side,Entertainment,Morning,0
4740,User4740,47.0,Male,Tablet,Bottom,Entertainment,Morning,0
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1
110,User110,22.0,Male,Desktop,Bottom,News,Afternoon,0
7675,User7675,63.0,Non-Binary,Mobile,Side,Entertainment,Afternoon,0
6248,User6248,38.0,Female,Desktop,Bottom,Entertainment,Evening,1
5881,User5881,26.0,Non-Binary,Tablet,Top,Entertainment,Morning,1
6251,User6251,44.0,Non-Binary,Mobile,Side,Shopping,Morning,1
5756,User5756,51.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
3803,User3803,38.0,Female,Mobile,Top,Education,Morning,1
9480,User9480,44.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0
6508,User6508,47.0,Female,Mobile,Top,Entertainment,Morning,0
3060,User3060,38.0,Male,Tablet,Bottom,News,Morning,1
7438,User7438,38.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
4836,User4836,38.0,Female,Tablet,Side,Entertainment,Evening,1
6479,User6479,38.0,Male,Desktop,Side,Entertainment,Afternoon,1
6734,User6734,30.0,Female,Desktop,Side,Shopping,Evening,0
581,User581,31.0,Female,Tablet,Side,Social Media,Morning,0
5972,User5972,44.0,Non-Binary,Desktop,Top,Entertainment,Evening,0
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1
5193,User5193,50.0,Female,Desktop,Side,Entertainment,Afternoon,1
6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1
7266,User7266,38.0,Female,Tablet,Bottom,Education,Afternoon,1
6880,User6880,38.0,Female,Mobile,Bottom,News,Night,1
3658,User3658,45.0,Non-Binary,Desktop,Side,Shopping,Night,1
7376,User7376,38.0,Female,Mobile,Side,Entertainment,Morning,1
6683,User6683,38.0,Non-Binary,Tablet,Side,Entertainment,Night,1
1077,User1077,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
8115,User8115,38.0,Female,Mobile,Top,Entertainment,Afternoon,1
6086,User6086,38.0,Male,Desktop,Bottom,Entertainment,Morning,1
2021,User2021,38.0,Male,Mobile,Bottom,Social Media,Morning,1
1549,User1549,38.0,Male,Desktop,Bottom,Entertainment,Morning,1
1539,User1539,43.0,Non-Binary,Mobile,Bottom,Education,Evening,1
5960,User5960,41.0,Female,Desktop,Side,Entertainment,Morning,0
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1
9723,User9723,38.0,Female,Mobile,Bottom,Entertainment,Evening,1
9855,User9855,38.0,Male,Desktop,Bottom,News,Morning,1
3164,User3164,38.0,Female,Desktop,Bottom,Entertainment,Evening,1
3483,User3483,20.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
8018,User8018,38.0,Female,Desktop,Side,Entertainment,Night,1
8687,User8687,29.0,Female,Desktop,Bottom,Entertainment,Night,0
4707,User4707,38.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
9181,User9181,44.0,Non-Binary,Tablet,Top,Entertainment,Evening,0
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1
4902,User4902,51.0,Female,Tablet,Top,Entertainment,Morning,0
5276,User5276,38.0,Female,Desktop,Side,Shopping,Afternoon,1
2337,User2337,38.0,Female,Desktop,Top,Entertainment,Evening,1
9855,User9855,38.0,Male,Desktop,Bottom,News,Morning,1
3409,User3409,62.0,Female,Desktop,Bottom,Entertainment,Night,0
472,User472,53.0,Non-Binary,Mobile,Bottom,Social Media,Morning,0
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1
9894,User9894,38.0,Female,Desktop,Top,Entertainment,Afternoon,1
7780,User7780,19.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
8361,User8361,41.0,Female,Mobile,Side,News,Morning,1
9090,User9090,41.0,Male,Desktop,Side,Entertainment,Morning,1
1969,User1969,46.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
9617,User9617,63.0,Non-Binary,Desktop,Side,Shopping,Afternoon,1
7155,User7155,41.0,Female,Desktop,Bottom,Social Media,Morning,0
3076,User3076,49.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0
1020,User1020,38.0,Male,Mobile,Side,Entertainment,Morning,1
9397,User9397,19.0,Male,Tablet,Bottom,Entertainment,Evening,1
9888,User9888,49.0,Male,Desktop,Top,News,Morning,1
2032,User2032,36.0,Non-Binary,Desktop,Bottom,Education,Morning,1
4235,User4235,59.0,Male,Tablet,Side,Entertainment,Morning,0
2318,User2318,40.0,Male,Desktop,Bottom,Entertainment,Morning,0
3118,User3118,57.0,Male,Mobile,Top,Entertainment,Evening,1
3930,User3930,58.0,Non-Binary,Tablet,Side,Education,Night,0
3846,User3846,38.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
5596,User5596,38.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1
1969,User1969,46.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
2947,User2947,41.0,Male,Desktop,Top,Education,Morning,0
2131,User2131,36.0,Male,Mobile,Side,Entertainment,Morning,0
9966,User9966,38.0,Male,Desktop,Top,Entertainment,Afternoon,1
6893,User6893,21.0,Male,Mobile,Top,Entertainment,Evening,1
5308,User5308,38.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
6365,User6365,38.0,Female,Tablet,Bottom,Entertainment,Evening,1
5766,User5766,63.0,Male,Desktop,Side,Entertainment,Evening,1
3543,User3543,55.0,Female,Desktop,Top,Entertainment,Morning,1
8147,User8147,32.0,Female,Desktop,Top,Entertainment,Morning,1
3537,User3537,58.0,Female,Tablet,Side,Entertainment,Morning,0
7195,User7195,43.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
5085,User5085,38.0,Male,Tablet,Top,News,Morning,1
3236,User3236,56.0,Female,Desktop,Bottom,Education,Morning,1
5188,User5188,23.0,Non-Binary,Desktop,Top,Entertainment,Evening,0
5155,User5155,41.0,Male,Desktop,Bottom,Education,Night,0
2828,User2828,55.0,Female,Desktop,Bottom,Entertainment,Morning,0
4620,User4620,43.0,Non-Binary,Mobile,Side,Entertainment,Night,1
6422,User6422,26.0,Non-Binary,Desktop,Side,News,Night,0
9111,User9111,41.0,Female,Mobile,Side,Entertainment,Evening,0
2691,User2691,38.0,Male,Desktop,Bottom,News,Afternoon,1
2033,User2033,41.0,Female,Mobile,Top,Shopping,Morning,0
8957,User8957,38.0,Female,Mobile,Bottom,Entertainment,Morning,1
487,User487,28.0,Male,Mobile,Side,Entertainment,Morning,1
5953,User5953,27.0,Female,Desktop,Top,Entertainment,Night,0
7152,User7152,38.0,Female,Tablet,Side,Entertainment,Morning,1
8995,User8995,41.0,Male,Desktop,Top,Education,Evening,0
6115,User6115,58.0,Non-Binary,Desktop,Bottom,Shopping,Evening,0
5520,User5520,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
7750,User7750,46.0,Male,Mobile,Side,Social Media,Morning,1
5801,User5801,59.0,Female,Tablet,Bottom,Education,Morning,0
9152,User9152,41.0,Male,Desktop,Side,Entertainment,Evening,0
301,User301,38.0,Male,Tablet,Bottom,Social Media,Evening,1
1825,User1825,41.0,Female,Desktop,Side,Entertainment,Evening,0
3297,User3297,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
2219,User2219,42.0,Non-Binary,Desktop,Bottom,Education,Morning,0
7475,User7475,53.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
9220,User9220,21.0,Non-Binary,Mobile,Side,Social Media,Morning,1
9676,User9676,21.0,Male,Desktop,Bottom,Entertainment,Morning,1
6669,User6669,38.0,Female,Desktop,Side,Entertainment,Night,1
373,User373,34.0,Female,Mobile,Top,Entertainment,Evening,1
5227,User5227,24.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
4889,User4889,45.0,Male,Desktop,Bottom,Entertainment,Morning,1
7376,User7376,21.0,Female,Mobile,Side,News,Morning,1
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1
1369,User1369,38.0,Male,Desktop,Bottom,Social Media,Morning,1
8503,User8503,41.0,Male,Tablet,Bottom,Education,Afternoon,0
2514,User2514,41.0,Female,Desktop,Top,News,Night,0
6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1
4684,User4684,43.0,Male,Tablet,Top,Entertainment,Night,0
3670,User3670,41.0,Female,Desktop,Side,Entertainment,Morning,0
6872,User6872,41.0,Male,Desktop,Bottom,News,Evening,0
7558,User7558,38.0,Non-Binary,Mobile,Top,Entertainment,Night,1
8549,User8549,41.0,Male,Tablet,Top,Shopping,Night,0
3561,User3561,37.0,Non-Binary,Desktop,Side,Entertainment,Evening,1
4108,User4108,36.0,Non-Binary,Tablet,Top,Entertainment,Morning,1
1446,User1446,38.0,Female,Desktop,Bottom,News,Morning,1
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1
4152,User4152,33.0,Female,Tablet,Side,News,Morning,0
6438,User6438,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
2691,User2691,38.0,Non-Binary,Desktop,Bottom,News,Afternoon,1
1041,User1041,37.0,Non-Binary,Mobile,Side,Entertainment,Morning,1
4505,User4505,41.0,Male,Tablet,Top,Social Media,Afternoon,0
712,User712,32.0,Non-Binary,Mobile,Side,Entertainment,Evening,0
7688,User7688,57.0,Male,Mobile,Bottom,News,Evening,1
4397,User4397,62.0,Female,Mobile,Top,Entertainment,Afternoon,0
9227,User9227,38.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
5338,User5338,51.0,Female,Mobile,Top,Social Media,Morning,1
438,User438,39.0,Non-Binary,Mobile,Top,Entertainment,Morning,0
2946,User2946,37.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
255,User255,31.0,Female,Desktop,Bottom,Entertainment,Night,1
9568,User9568,44.0,Non-Binary,Mobile,Side,Shopping,Evening,0
5243,User5243,47.0,Male,Desktop,Side,Entertainment,Morning,0
2548,User2548,55.0,Male,Desktop,Top,Entertainment,Evening,0
4853,User4853,38.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon,1
1121,User1121,44.0,Non-Binary,Desktop,Top,News,Evening,0
9218,User9218,41.0,Female,Mobile,Top,News,Morning,0
1148,User1148,25.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
4945,User4945,38.0,Non-Binary,Tablet,Top,Entertainment,Morning,1
4099,User4099,44.0,Non-Binary,Tablet,Side,Entertainment,Morning,0
3118,User3118,57.0,Female,Mobile,Bottom,Entertainment,Evening,1
4836,User4836,55.0,Male,Tablet,Side,Entertainment,Morning,1
1941,User1941,41.0,Male,Mobile,Bottom,Entertainment,Afternoon,0
1118,User1118,30.0,Female,Tablet,Side,Entertainment,Night,0
9422,User9422,21.0,Female,Desktop,Bottom,Entertainment,Night,1
8081,User8081,38.0,Female,Desktop,Bottom,Entertainment,Night,1
8785,User8785,23.0,Female,Tablet,Top,Entertainment,Night,0
6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1
8629,User8629,44.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
2668,User2668,41.0,Male,Tablet,Side,News,Night,0
1141,User1141,37.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
6350,User6350,31.0,Male,Mobile,Bottom,Social Media,Afternoon,0
4707,User4707,21.0,Male,Desktop,Top,Entertainment,Evening,1
4429,User4429,38.0,Female,Desktop,Top,Entertainment,Morning,1
4756,User4756,38.0,Non-Binary,Mobile,Bottom,Education,Evening,1
2964,User2964,40.0,Female,Mobile,Side,Entertainment,Night,1
5968,User5968,38.0,Male,Tablet,Bottom,Entertainment,Evening,1
674,User674,38.0,Male,Tablet,Side,Entertainment,Morning,1
4707,User4707,21.0,Non-Binary,Desktop,Top,Entertainment,Evening,1
9950,User9950,41.0,Male,Desktop,Side,Education,Morning,0
9743,User9743,44.0,Non-Binary,Desktop,Side,Social Media,Night,0
6094,User6094,38.0,Non-Binary,Tablet,Top,Social Media,Evening,1
9536,User9536,41.0,Male,Desktop,Bottom,Entertainment,Morning,0
4061,User4061,44.0,Female,Tablet,Side,Entertainment,Night,0
8226,User8226,38.0,Male,Tablet,Bottom,Entertainment,Morning,1
8643,User8643,55.0,Male,Mobile,Top,Social Media,Morning,0
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
8753,User8753,38.0,Female,Tablet,Top,Entertainment,Morning,1
9377,User9377,45.0,Male,Tablet,Bottom,Entertainment,Morning,0
1297,User1297,60.0,Male,Tablet,Bottom,Social Media,Afternoon,0
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1
2946,User2946,37.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
4122,User4122,41.0,Female,Mobile,Bottom,Entertainment,Morning,0
7,User7,38.0,Female,Tablet,Bottom,Entertainment,Morning,1
315,User315,38.0,Non-Binary,Desktop,Bottom,Social Media,Evening,1
6454,User6454,45.0,Non-Binary,Mobile,Bottom,News,Afternoon,0
9736,User9736,46.0,Male,Desktop,Bottom,Education,Evening,1
7466,User7466,47.0,Female,Mobile,Bottom,Shopping,Afternoon,1
5647,User5647,38.0,Non-Binary,Tablet,Side,Entertainment,Morning,1
2337,User2337,38.0,Male,Desktop,Top,Entertainment,Evening,1
3697,User3697,27.0,Non-Binary,Mobile,Bottom,Entertainment,Evening,0
6479,User6479,38.0,Male,Tablet,Bottom,Entertainment,Morning,1
1305,User1305,38.0,Female,Tablet,Top,News,Night,1
3601,User3601,38.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
2373,User2373,31.0,Female,Desktop,Bottom,Social Media,Night,1
6083,User6083,29.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
9084,User9084,41.0,Male,Desktop,Side,News,Morning,0
6268,User6268,38.0,Male,Desktop,Top,Entertainment,Night,1
1141,User1141,37.0,Male,Desktop,Bottom,Entertainment,Morning,1
3243,User3243,49.0,Female,Mobile,Bottom,News,Afternoon,0
3990,User3990,28.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
1148,User1148,25.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1
7450,User7450,38.0,Male,Desktop,Side,News,Night,1
5346,User5346,30.0,Non-Binary,Tablet,Top,News,Morning,1
2964,User2964,40.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
9827,User9827,22.0,Non-Binary,Mobile,Top,Entertainment,Evening,0
2052,User2052,41.0,Male,Tablet,Side,Social Media,Morning,0
1047,User1047,47.0,Non-Binary,Mobile,Bottom,Shopping,Evening,0
503,User503,43.0,Non-Binary,Desktop,Side,Social Media,Morning,1
2945,User2945,41.0,Male,Tablet,Bottom,Social Media,Morning,0
2485,User2485,57.0,Non-Binary,Mobile,Bottom,News,Night,1
2387,User2387,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,1
1041,User1041,38.0,Female,Mobile,Side,Entertainment,Morning,1
1399,User1399,38.0,Female,Mobile,Bottom,Education,Night,1
9155,User9155,29.0,Male,Desktop,Top,Entertainment,Night,0
2129,User2129,47.0,Male,Tablet,Bottom,Social Media,Evening,1
400,User400,52.0,Non-Binary,Tablet,Side,Entertainment,Evening,1
6075,User6075,32.0,Non-Binary,Desktop,Side,Social Media,Night,1
6771,User6771,38.0,Male,Desktop,Side,Shopping,Morning,1
2173,User2173,52.0,Male,Desktop,Bottom,Shopping,Night,1
7592,User7592,36.0,Male,Desktop,Bottom,Social Media,Morning,0
5425,User5425,38.0,Non-Binary,Desktop,Side,Entertainment,Afternoon,1
4706,User4706,42.0,Non-Binary,Desktop,Bottom,News,Evening,0
8645,User8645,44.0,Non-Binary,Desktop,Side,Shopping,Night,0
3198,User3198,35.0,Female,Mobile,Bottom,Entertainment,Evening,0
9762,User9762,27.0,Non-Binary,Tablet,Top,Entertainment,Evening,0
8936,User8936,53.0,Male,Mobile,Top,Education,Afternoon,0
3858,User3858,36.0,Male,Mobile,Side,Entertainment,Night,0
5412,User5412,35.0,Male,Mobile,Top,Entertainment,Evening,1
1920,User1920,44.0,Non-Binary,Desktop,Side,Social Media,Morning,0
2510,User2510,47.0,Male,Mobile,Side,Entertainment,Afternoon,0
1539,User1539,43.0,Male,Mobile,Bottom,Education,Evening,1
1524,User1524,24.0,Male,Desktop,Bottom,Entertainment,Night,1
4830,User4830,32.0,Female,Mobile,Bottom,Entertainment,Evening,0
3631,User3631,41.0,Male,Mobile,Bottom,Social Media,Night,0
2513,User2513,50.0,Male,Tablet,Top,Social Media,Afternoon,0
1069,User1069,44.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
3892,User3892,29.0,Male,Desktop,Bottom,Entertainment,Evening,0
9504,User9504,38.0,Male,Desktop,Top,Entertainment,Morning,1
1921,User1921,51.0,Female,Tablet,Bottom,Entertainment,Afternoon,0
2162,User2162,41.0,Male,Desktop,Side,Social Media,Afternoon,0
389,User389,31.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1
3472,User3472,44.0,Non-Binary,Desktop,Top,News,Morning,0
2355,User2355,41.0,Male,Mobile,Side,Entertainment,Morning,0
6854,User6854,32.0,Male,Mobile,Bottom,Entertainment,Night,1
3604,User3604,49.0,Male,Tablet,Bottom,News,Morning,1
6193,User6193,29.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
1136,User1136,38.0,Female,Mobile,Side,Entertainment,Morning,1
1650,User1650,29.0,Female,Desktop,Bottom,Entertainment,Morning,1
9753,User9753,46.0,Female,Tablet,Top,Entertainment,Night,1
7086,User7086,30.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
2752,User2752,41.0,Female,Tablet,Bottom,Entertainment,Evening,0
57,User57,41.0,Male,Desktop,Top,Entertainment,Night,0
9735,User9735,44.0,Non-Binary,Desktop,Top,Shopping,Evening,0
9676,User9676,38.0,Male,Mobile,Top,Entertainment,Morning,1
2529,User2529,38.0,Female,Desktop,Top,Entertainment,Afternoon,1
6829,User6829,41.0,Female,Desktop,Bottom,News,Evening,0
7808,User7808,38.0,Female,Desktop,Bottom,Entertainment,Night,1
8041,User8041,38.0,Male,Mobile,Bottom,Social Media,Morning,1
6248,User6248,48.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
6553,User6553,38.0,Female,Desktop,Bottom,Education,Morning,1
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1
6296,User6296,29.0,Female,Desktop,Bottom,Education,Evening,1
4646,User4646,41.0,Female,Tablet,Side,Entertainment,Morning,0
7924,User7924,38.0,Male,Desktop,Bottom,Shopping,Morning,1
6662,User6662,41.0,Male,Desktop,Top,Social Media,Morning,0
250,User250,38.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
8271,User8271,29.0,Female,Desktop,Bottom,Education,Afternoon,1
5531,User5531,34.0,Non-Binary,Desktop,Top,News,Night,1
9504,User9504,38.0,Male,Tablet,Bottom,Shopping,Morning,1
5518,User5518,59.0,Male,Desktop,Bottom,News,Morning,0
3335,User3335,38.0,Female,Desktop,Top,Entertainment,Night,1
7438,User7438,53.0,Non-Binary,Desktop,Side,News,Morning,1
518,User518,38.0,Male,Tablet,Bottom,Shopping,Morning,1
6620,User6620,52.0,Female,Tablet,Top,Entertainment,Morning,1
4361,User4361,29.0,Male,Desktop,Side,Education,Afternoon,1
2973,User2973,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
8573,User8573,61.0,Non-Binary,Mobile,Top,Entertainment,Evening,0
119,User119,59.0,Female,Tablet,Top,Entertainment,Night,1
7086,User7086,30.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
8887,User8887,44.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1
5748,User5748,38.0,Male,Desktop,Side,Entertainment,Morning,1
4742,User4742,31.0,Male,Desktop,Bottom,Entertainment,Night,1
115,User115,41.0,Male,Tablet,Side,Entertainment,Morning,0
5890,User5890,56.0,Female,Mobile,Bottom,Entertainment,Night,1
1805,User1805,38.0,Male,Mobile,Top,Entertainment,Afternoon,1
487,User487,28.0,Male,Mobile,Side,Entertainment,Afternoon,1
8937,User8937,57.0,Male,Tablet,Side,Entertainment,Afternoon,1
7796,User7796,29.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
3236,User3236,56.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
5412,User5412,35.0,Male,Mobile,Top,Entertainment,Evening,1
3144,User3144,24.0,Male,Desktop,Side,Shopping,Morning,1
6479,User6479,38.0,Male,Tablet,Side,Entertainment,Morning,1
6048,User6048,41.0,Male,Tablet,Top,Social Media,Morning,0
3194,User3194,35.0,Female,Tablet,Side,News,Evening,0
119,User119,59.0,Female,Tablet,Top,Entertainment,Night,1
368,User368,41.0,Male,Desktop,Side,Entertainment,Evening,0
6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1
2818,User2818,52.0,Female,Tablet,Top,Entertainment,Morning,0
8174,User8174,20.0,Male,Mobile,Bottom,Entertainment,Morning,1
9231,User9231,21.0,Female,Desktop,Top,Shopping,Evening,1
2428,User2428,33.0,Female,Desktop,Bottom,Entertainment,Morning,1
4945,User4945,31.0,Male,Tablet,Top,Social Media,Morning,1
6251,User6251,38.0,Non-Binary,Desktop,Side,Shopping,Morning,1
1787,User1787,44.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
2550,User2550,44.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
7670,User7670,54.0,Female,Desktop,Top,Entertainment,Night,1
367,User367,41.0,Female,Desktop,Bottom,Education,Morning,0
9664,User9664,41.0,Female,Desktop,Side,Entertainment,Morning,0
9992,User9992,38.0,Male,Desktop,Side,Shopping,Evening,1
9146,User9146,58.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
7330,User7330,56.0,Male,Desktop,Side,Entertainment,Morning,0
6059,User6059,43.0,Male,Mobile,Top,Entertainment,Night,0
8948,User8948,25.0,Female,Mobile,Bottom,Education,Evening,1
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
5732,User5732,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
